user_id,transaction_day,transaction_id,merchant_id,amount,currency,transaction_type,risk_score,merchant_category,timestamp,payment_method_type,metadata
0a0899c8-253d-446d-818e-5f18b836fa74,1994-11-14,b9fc0279-7b05-49f4-ba2f-abd3814a9337,a31a4ae4-26f3-420d-aa49-a377ee8f2421,61142291.95,GBP,deposit,84,Travel,2024-04-05T21:05:33.629802,paypal,"{'device_id': 'b45cad44-661f-4bd6-965f-eb77db0a1c34', 'ip_address': '202.144.79.141', 'geo_location': {'lat': Decimal('-34.099763'), 'lng': Decimal('-170.099931')}}"
5909e3d2-4cfa-4000-a814-842728b1f712,1978-05-03,9cb47fe9-dd3d-4cac-8407-0d6806bad3d1,d044c449-a1ea-4ed7-97d7-fbabd895109c,90787423.51,AUD,withdrawal,81,Electronics,2024-06-11T14:53:08.955727,credit_card,"{'device_id': '988e5c86-0a22-41e1-9cbd-84df8bd5d8e9', 'ip_address': '95.126.123.64', 'geo_location': {'lat': Decimal('-3.310320'), 'lng': Decimal('-62.302418')}}"
39cbed12-ef6c-46f5-af51-66fac83db966,1972-09-26,394db7b4-55d6-44ea-9654-91404b081796,6e877ea3-d75c-4693-a2d8-495dd442a372,77504455.46,GBP,deposit,2,Automotive,2024-06-05T10:17:43.021269,bank_transfer,"{'device_id': '3943eb63-9ca6-4526-8351-5f551dee6507', 'ip_address': '44.124.223.100', 'geo_location': {'lat': Decimal('52.7606025'), 'lng': Decimal('4.168214')}}"
5d4f401a-c082-422a-ab9c-0edb27de2458,2024-08-23,c366e93f-a47b-4215-861f-957a9a10f597,8adead9c-d2e2-4c62-91dc-601d02b24450,85369816.03,GBP,refund,54,Electronics,2024-06-17T12:04:40.489658,paypal,"{'device_id': '944a90c0-13cd-44af-8519-10d2991f8f4f', 'ip_address': '141.163.220.163', 'geo_location': {'lat': Decimal('42.866430'), 'lng': Decimal('-87.693139')}}"
411f1642-7947-48eb-9702-c06cea0aa726,2021-01-17,c059757e-2711-4c7d-8131-76d3f7eddeea,dc0810f4-9ed8-49ff-a860-61c2a7821a54,32021646.08,CAD,withdrawal,32,Entertainment,2025-01-31T20:42:45.206195,debit_card,"{'device_id': '0d26cee3-f380-48e3-89b5-1b2b206c4e88', 'ip_address': '206.231.179.89', 'geo_location': {'lat': Decimal('37.6872475'), 'lng': Decimal('-37.615270')}}"
5823a5d8-53d8-4868-8d86-fe3957dda649,2023-12-28,e4b3880d-26c9-4ff0-995f-8bafb451a0f6,22486937-829d-4075-a059-dfb58edd19ee,21978572.19,USD,refund,26,Restaurant,2024-10-12T11:05:59.545949,bank_transfer,"{'device_id': '367189f1-dcfb-4acf-93c3-44fc650c129e', 'ip_address': '42.76.186.44', 'geo_location': {'lat': Decimal('-57.301856'), 'lng': Decimal('117.389856')}}"
c9751522-a709-4ac9-ba3e-40d683243431,1997-12-09,cd859c7d-b059-4f7d-98a3-43f4dc64795c,06d453a6-7d68-4f22-8e77-778d009785a2,36398327.9,EUR,deposit,30,Travel,2024-05-21T01:07:56.788769,debit_card,"{'device_id': '8c51e2a3-a7f6-486d-9d8b-b4dbdb14f57e', 'ip_address': '167.235.0.39', 'geo_location': {'lat': Decimal('15.013557'), 'lng': Decimal('-84.281272')}}"
311e84f5-d59f-47bb-9fda-46ee0a4b38cf,1992-07-09,0989816c-84d8-4579-8264-d6a503759ec5,ba5b48be-f9e3-4d73-969e-f184fd46af0e,97984966.11,USD,refund,22,Restaurant,2025-02-07T11:19:34.235837,paypal,"{'device_id': 'b860b290-b2be-47ce-a3e6-3a4cf76f2f73', 'ip_address': '67.4.95.119', 'geo_location': {'lat': Decimal('-81.9391875'), 'lng': Decimal('-42.537116')}}"
b7cee27d-ed1f-4897-bda2-abf3a6a2f26c,2021-06-07,b96e50c6-084f-43ed-8df7-e00c8bcea520,545ea144-4420-4efb-b2c3-1849cd447487,94512577.57,GBP,refund,68,Health,2024-09-08T02:49:56.021372,debit_card,"{'device_id': '04fe0767-850e-4bb3-83d9-15a93d4c566e', 'ip_address': '14.75.21.14', 'geo_location': {'lat': Decimal('83.7700895'), 'lng': Decimal('11.774182')}}"
abedb1a8-1b62-49a4-bf22-726fbf32e291,1997-11-18,13c44887-d72f-4b2e-9f91-c6622fc7fd2d,f68e8d1e-ae09-4b1f-bd22-c8236a2877fa,69398627.05,CAD,deposit,96,Automotive,2024-07-02T21:45:32.386645,bank_transfer,"{'device_id': '8b6d7dbd-bb0a-46b8-9f3b-c4c3e9d8c898', 'ip_address': '22.11.157.83', 'geo_location': {'lat': Decimal('72.6246895'), 'lng': Decimal('-95.893544')}}"
f09a1dd2-0c49-4a9f-a6ec-2849f774e6af,1971-04-25,dab35081-15a0-4e40-b0af-70c59fbca44a,9552e6d4-48ec-4be8-bbe5-5c69f5948de2,54215347.41,CAD,withdrawal,9,Entertainment,2024-12-30T22:53:02.634455,debit_card,"{'device_id': '565aebef-247e-4bf7-a3f0-b1ed42e4a28d', 'ip_address': '104.171.165.199', 'geo_location': {'lat': Decimal('2.254199'), 'lng': Decimal('141.867303')}}"
fd6504a1-6e28-4b2a-b4e4-90a0e8c5fd21,2013-09-12,364a311d-5748-400f-ad37-d81effd8bb1a,0fab42a6-ce00-4b04-8610-963d8a3ea281,42334008.29,CAD,purchase,66,Electronics,2024-10-11T23:23:44.829392,debit_card,"{'device_id': '7caea658-f36e-40af-8434-ed785cfc0e2c', 'ip_address': '134.152.247.194', 'geo_location': {'lat': Decimal('76.9177245'), 'lng': Decimal('-29.345688')}}"
96325933-1bf5-4c79-8efb-7f9e3913527b,2015-08-26,821656e7-b5ad-4689-896a-742a40883ab4,ccccffca-6479-464e-bc3a-d12ed0fa2aa1,65664996.93,GBP,deposit,98,Electronics,2024-08-24T23:25:31.343594,bank_transfer,"{'device_id': '67df1c1f-4284-4e4c-b499-f379de543541', 'ip_address': '97.8.72.93', 'geo_location': {'lat': Decimal('70.6427555'), 'lng': Decimal('102.120373')}}"
2a1e9b46-462e-4747-93bb-f96883e9874b,1985-07-16,95121074-e421-409a-bceb-f6fe196875f0,98697cde-d26b-44bc-a8b2-e18cf571fd85,35468819.32,EUR,withdrawal,39,Health,2024-06-28T16:44:16.600129,paypal,"{'device_id': '5be3d11c-3014-4ff2-a100-ff0c89dc7943', 'ip_address': '165.84.88.86', 'geo_location': {'lat': Decimal('27.788574'), 'lng': Decimal('-41.295304')}}"
8182e2a3-1d96-4ca6-aa0c-75c18dfb2b77,1996-01-01,6318f50c-e4ef-4123-b760-7405f821e5a2,89c8edec-c809-4561-ab1d-b61557e0f57e,49401419.78,AUD,refund,39,Restaurant,2025-01-02T21:39:55.616307,bank_transfer,"{'device_id': 'fc97032e-db5c-4a59-bd18-4eb10aa9ab7a', 'ip_address': '170.20.165.71', 'geo_location': {'lat': Decimal('-24.6420925'), 'lng': Decimal('175.701115')}}"
4521f07e-8cb3-42da-8301-70d7915ffd37,1983-01-09,60063809-4698-41df-b867-d383ecd622e2,7243968c-9795-4065-813f-8df317e3bc2e,57462439.01,CAD,withdrawal,62,Travel,2024-06-24T23:09:55.455926,credit_card,"{'device_id': 'b1977264-4abb-4a06-bc12-bc08a45e0148', 'ip_address': '11.66.175.107', 'geo_location': {'lat': Decimal('47.4715205'), 'lng': Decimal('152.173599')}}"
4655cec8-0e34-454f-b33d-62ed3899efd6,1993-04-07,176c4bec-b23c-45df-9cde-118fb9245312,d74dd2c4-7439-427c-8bd9-65e89bc454b5,56512258.62,CAD,withdrawal,93,Travel,2024-11-16T14:08:41.479220,debit_card,"{'device_id': '50dee23c-513f-406e-8761-bc63376d9adc', 'ip_address': '105.87.45.199', 'geo_location': {'lat': Decimal('5.9662685'), 'lng': Decimal('10.285610')}}"
3d0dc8f1-4394-4ef0-9227-f7ac80699c9c,1972-06-08,298f1675-fcee-4656-9c54-a435b64348dc,10273280-e5ce-4d6e-b608-20fc518a7954,34956291.39,CAD,withdrawal,9,Electronics,2024-04-24T19:57:24.521548,bank_transfer,"{'device_id': '0a7cd18c-483e-465d-b6b4-145e8d64da43', 'ip_address': '60.149.78.50', 'geo_location': {'lat': Decimal('-12.715267'), 'lng': Decimal('-33.085243')}}"
736b3d4a-bd58-4584-8690-a2f941fe9d56,1991-02-05,c9aba6bb-b32e-4e56-b9bc-2c1fe5641aa1,1fce21eb-87f0-438d-a1c9-115834e65e97,18877452.75,CAD,deposit,95,Travel,2025-02-02T17:33:26.996377,credit_card,"{'device_id': '33800ef3-d657-47b1-a3b0-25737d6c05c1', 'ip_address': '51.9.120.177', 'geo_location': {'lat': Decimal('4.1871295'), 'lng': Decimal('-158.422408')}}"
7e1fa623-a68f-4ece-8cce-04c15be45276,1990-01-22,ad5b1314-83ec-4126-ba89-b43e4468a1f5,8e50cd92-c03e-4d1d-a937-9a6f81c4ee95,92998392.62,USD,withdrawal,86,Entertainment,2024-04-17T04:00:54.127841,debit_card,"{'device_id': 'baf7f93a-5244-4999-a109-369e825a41db', 'ip_address': '42.192.183.120', 'geo_location': {'lat': Decimal('-73.4280255'), 'lng': Decimal('37.236202')}}"
f18533f7-65a9-46f8-b032-713b3a1285b5,2015-07-17,69d941e3-c9da-4425-81ad-d1fc745f693e,963d5982-9fba-4b44-ae28-2daea94398b6,86522300.84,GBP,purchase,22,Automotive,2024-06-25T00:53:32.008287,debit_card,"{'device_id': '84d2f866-352b-4943-bab8-82847d509469', 'ip_address': '107.162.62.48', 'geo_location': {'lat': Decimal('-33.901223'), 'lng': Decimal('20.970068')}}"
023306d9-7fe4-4822-89cb-bfa2e07a424e,1986-11-04,e360942d-8c29-4d12-9c71-e892187596ca,472582bf-68bd-4750-bf47-1bae39f8fbd4,46832792.37,AUD,purchase,48,Entertainment,2024-11-04T14:44:11.474813,paypal,"{'device_id': '5eece42e-cff7-4343-a401-6c6c6b581c01', 'ip_address': '155.69.57.7', 'geo_location': {'lat': Decimal('-49.5803605'), 'lng': Decimal('-64.027093')}}"
e2e4e015-24a8-440a-97be-b27a1167b7f2,1990-09-27,414e9da6-247f-4de7-8a97-785298d18e88,7f95f7dc-ee38-41a0-b8d0-375b0a4ad8a9,95393260.22,AUD,purchase,6,Grocery,2024-07-28T06:40:58.769136,credit_card,"{'device_id': '5a10e825-6347-4725-bfab-dbd7a6fce148', 'ip_address': '107.178.29.222', 'geo_location': {'lat': Decimal('69.097078'), 'lng': Decimal('-156.120810')}}"
4e7beef6-9b8c-4747-a712-62f56b9eb8cb,2015-02-06,4cb400a9-ebba-42dc-8282-425d155eab02,0260bb6f-86fb-4ead-baf7-b5ff007204c9,64100258.38,USD,refund,79,Travel,2024-05-13T15:57:14.349083,paypal,"{'device_id': '36790eed-7dc4-46ae-94ad-c6e4c141e604', 'ip_address': '185.219.155.80', 'geo_location': {'lat': Decimal('-5.661581'), 'lng': Decimal('-37.044273')}}"
0ae8a550-dd44-46f5-989d-29a1722311cb,2004-03-23,be2adfcb-9dd0-4f9f-a302-e9eb364519a3,69e530ab-618b-4309-a7b3-f933e2b04ebb,89941693.36,EUR,withdrawal,94,Electronics,2025-02-18T23:51:52.064801,credit_card,"{'device_id': '45fcc1be-3a0a-4ff7-8c1a-0f31ad54de2f', 'ip_address': '3.223.122.103', 'geo_location': {'lat': Decimal('79.6571625'), 'lng': Decimal('-160.607397')}}"
20a60d46-e1a6-4821-b94c-59d8d7a7e3d2,2001-09-27,3fcfabce-b55b-4c1c-b979-3578bca67c4a,8a2e0cdd-ce59-4047-b8d8-897b9eaf4d8b,73229155.81,AUD,deposit,45,Grocery,2025-01-25T08:23:59.679055,credit_card,"{'device_id': '758ef5cc-9c47-4428-918b-ce26d2259c79', 'ip_address': '122.216.114.204', 'geo_location': {'lat': Decimal('40.5001255'), 'lng': Decimal('55.250802')}}"
d2d1dc44-4b9b-4cbd-91f4-49a57d9b607d,2023-06-22,2818a946-023f-4d0b-a51b-18dac8dac7da,d79e55ee-f92c-46ca-a6ac-f67f9f4debd7,79149903.5,EUR,withdrawal,46,Automotive,2025-03-05T18:52:07.997294,debit_card,"{'device_id': 'd1cfaf1b-89a3-4aa5-beba-51d1a3d63a07', 'ip_address': '161.208.26.97', 'geo_location': {'lat': Decimal('-60.545593'), 'lng': Decimal('109.275708')}}"
9e6ddb4a-c90f-43f1-8b08-46e5bad8f0ca,1982-06-25,7ad2b9a2-9cf9-45a8-8b6e-9f9b3607b657,12d3dae1-0887-48d7-bfb5-4dc25ff64e42,52948655.55,GBP,deposit,54,Clothing,2024-09-28T08:21:59.853842,credit_card,"{'device_id': 'b76ce7e7-79f9-4cff-985d-c506461df7f6', 'ip_address': '175.161.44.234', 'geo_location': {'lat': Decimal('31.9882355'), 'lng': Decimal('109.768605')}}"
d899e7ec-6a88-440b-848e-84d7c80a2fd3,2024-09-10,c569a0a5-e7b0-4800-8a87-9030157565b2,7f8ca972-23f1-4944-a209-5142d9c542b2,60015632.5,USD,withdrawal,44,Grocery,2024-06-14T05:56:08.434008,debit_card,"{'device_id': '8ebe033b-585b-470b-a2f1-4e41a12d9dbf', 'ip_address': '114.78.185.17', 'geo_location': {'lat': Decimal('12.514976'), 'lng': Decimal('131.044090')}}"
c0c0438b-806b-447e-b202-979a42aa952d,1975-07-27,ed4699a8-f751-40d1-af0c-1736f35842ff,5b9375f7-9c8a-476e-adac-4c266a510190,6256903.64,EUR,purchase,39,Grocery,2024-07-03T01:08:33.723639,debit_card,"{'device_id': '5e2c448f-a5b4-470e-9b13-fcff11ca80a1', 'ip_address': '3.63.39.247', 'geo_location': {'lat': Decimal('-31.9690825'), 'lng': Decimal('73.236854')}}"
fc62acf9-78ba-4054-a852-aaad230c3648,1992-07-25,f2837aac-a6c5-42ef-9d8e-fce61a11c5db,1b41814f-7e01-45a3-8da1-573f93771546,25767399.03,EUR,refund,87,Electronics,2024-04-24T23:06:42.984437,debit_card,"{'device_id': '1e3ec3c1-e567-4cdb-900c-f2ce9aa2a3b3', 'ip_address': '35.152.158.10', 'geo_location': {'lat': Decimal('24.449700'), 'lng': Decimal('-79.650420')}}"
29305a6c-ce32-479c-8b1d-6d0413fa4b6b,1978-04-09,c74da4b6-60d3-4972-9f2f-91d5df6d3c0c,df4d2694-3d84-4c56-b5ee-712d5b2e7cfd,20991182.59,AUD,refund,3,Automotive,2024-05-25T22:29:20.615891,credit_card,"{'device_id': '9b48af79-3814-468d-aa2f-c7ca0b2a8088', 'ip_address': '97.131.5.141', 'geo_location': {'lat': Decimal('-16.1091645'), 'lng': Decimal('16.373785')}}"
f17edba2-c59d-401a-849d-423fbf035240,2021-05-08,d1b36201-3fed-432a-a143-2da33ddc66d2,74cd3b94-a971-439f-84f1-654c470ae355,97971601.64,CAD,refund,52,Entertainment,2025-02-20T16:12:36.338300,bank_transfer,"{'device_id': '621d64e7-8e8b-4df2-a2bc-fcd1ca180525', 'ip_address': '93.250.126.173', 'geo_location': {'lat': Decimal('-34.621205'), 'lng': Decimal('46.286448')}}"
32fb3d85-95e4-46a1-9b8c-73ba30b21e42,1971-02-16,a47fa05d-b245-42fb-8c6f-cff17ae07c35,81b35e7c-cdf7-46a4-a86a-223f0eb99a0d,25527149.59,AUD,withdrawal,100,Electronics,2025-02-04T00:36:53.045600,debit_card,"{'device_id': '270a1190-71b2-4f36-b129-0d768915a04f', 'ip_address': '207.182.204.176', 'geo_location': {'lat': Decimal('47.9405545'), 'lng': Decimal('-117.716732')}}"
2d3511ae-83fa-4e36-87a4-bc28b3663438,1999-10-01,6640eeb8-be41-464e-886b-807e64d0cab2,27adb8e0-6d1d-4141-b4c4-8cf1c26511ed,13455075.43,AUD,withdrawal,73,Travel,2024-04-06T12:25:26.452766,credit_card,"{'device_id': 'd53a8b6c-acdc-45d5-a3a6-3c889292a63b', 'ip_address': '71.38.2.4', 'geo_location': {'lat': Decimal('52.194503'), 'lng': Decimal('92.482109')}}"
06555fc2-41ea-4ea5-b9aa-7c7ea65e0908,2002-09-05,19788d22-ca0e-498d-9560-e5dbc140487c,2320803e-aab9-47c7-8981-ffda3f5d9e30,38708312.15,AUD,refund,71,Entertainment,2024-12-01T18:15:52.066292,credit_card,"{'device_id': '52b835c3-904d-43a2-8b21-97db3c00381b', 'ip_address': '108.224.172.118', 'geo_location': {'lat': Decimal('-27.6826565'), 'lng': Decimal('7.955256')}}"
8cfffdaf-1ac4-4ee4-8d96-4b22c48dfe67,1987-12-12,057b0f66-5b0e-4a7c-bbde-59b592914bd9,9263691f-66b7-4641-a6c2-3a54b8509b9d,19061457.01,AUD,deposit,98,Automotive,2024-07-27T18:55:54.317121,debit_card,"{'device_id': 'a1c1b1bf-e3bb-4f99-aad5-6c496addb8ed', 'ip_address': '117.202.168.2', 'geo_location': {'lat': Decimal('-63.8000425'), 'lng': Decimal('34.126001')}}"
efe82be3-ba87-4709-8606-cf2aab99ca14,1984-08-17,0b9d759f-5d10-41b5-8eaa-eff0b74e16f3,79fff6f9-6d97-4f12-9ca2-a3e9f90f4f14,99622355.87,EUR,purchase,54,Travel,2024-11-04T06:15:20.410905,paypal,"{'device_id': '8793243b-14e8-4a33-82a0-7f5691868eff', 'ip_address': '18.166.235.104', 'geo_location': {'lat': Decimal('-62.886956'), 'lng': Decimal('-152.527776')}}"
f305ceac-b0b4-4a32-b365-ae125803b387,1974-02-04,0ba294f1-ad49-4f85-ad85-de3d99b3076f,f19d6ae3-21cb-49ae-9461-099552bc6112,5660212.26,USD,refund,23,Electronics,2024-10-25T08:27:59.797650,credit_card,"{'device_id': 'e640480e-7916-488b-85ca-10203669eb11', 'ip_address': '17.27.10.191', 'geo_location': {'lat': Decimal('72.3274935'), 'lng': Decimal('-27.188627')}}"
b0d03b04-529e-467b-8619-282d5220e97e,2015-09-06,2c2ac681-2ec6-43c1-b66c-fbf011e2e5a7,fc2acd32-af98-46e3-98fd-643a9a922d56,80172763.28,EUR,withdrawal,2,Grocery,2024-10-27T19:06:47.314601,paypal,"{'device_id': '014913dd-dec2-4f7b-b775-098dfe41f719', 'ip_address': '173.129.97.240', 'geo_location': {'lat': Decimal('26.6689645'), 'lng': Decimal('-23.096884')}}"
5962ba98-0d15-40d7-b832-62244cd30221,1993-06-12,a583facd-9499-4887-8c7f-cb4d7d27ce52,5cfff446-d638-4f96-94eb-1e8d5b6fa99f,81446698.83,AUD,refund,61,Clothing,2024-05-14T06:02:46.165168,debit_card,"{'device_id': 'fa2f4466-6289-4206-a9b0-dce8a1c1489a', 'ip_address': '214.49.103.217', 'geo_location': {'lat': Decimal('-8.9725035'), 'lng': Decimal('-121.321284')}}"
db11f5af-7a83-4970-8104-a3669f17faff,1989-12-13,4db02a09-536b-4d1f-9f6e-05cf709b0dba,7270bb80-a15e-4f41-ab48-17bf1e4a7c47,19536745.01,CAD,deposit,18,Grocery,2024-07-30T04:06:47.404035,bank_transfer,"{'device_id': '6d643733-32d5-4b63-8a90-95768265f4b0', 'ip_address': '40.208.158.21', 'geo_location': {'lat': Decimal('-21.1987765'), 'lng': Decimal('-46.772278')}}"
0299778d-32a6-493d-9772-bdcb38fdf51a,1979-02-02,963dcd20-4250-4326-88e1-082308f88e9c,5c8afb3e-cd43-4288-8095-924c00f03d1a,3957439.91,CAD,deposit,67,Travel,2024-10-22T04:09:18.636711,bank_transfer,"{'device_id': 'c4d6ba2f-84e4-47f7-89fc-b9a0d20f421a', 'ip_address': '69.31.69.85', 'geo_location': {'lat': Decimal('74.4892475'), 'lng': Decimal('-111.745205')}}"
0c8162d0-5377-4c70-ab7f-bb1c37ebac74,1980-06-09,3e125863-b2eb-4efc-962d-e8f47a6e1e07,c18e86be-67cb-48c4-b021-fb1796f19777,14394589.05,USD,withdrawal,89,Grocery,2024-12-22T18:32:19.696012,paypal,"{'device_id': '619af000-2087-4b55-8775-5e180a7f7466', 'ip_address': '36.70.231.136', 'geo_location': {'lat': Decimal('-37.006062'), 'lng': Decimal('26.837803')}}"
c1e7fbd6-c0a2-4923-b7ff-bed0d169097f,2006-05-12,739c61c7-8073-481a-8d8d-69aeb69b7129,2cda595b-f633-4b27-bfbc-cb86b88d0547,81913373.13,GBP,refund,16,Restaurant,2024-10-12T11:12:33.932571,paypal,"{'device_id': 'fb61002e-2205-4946-b8ba-40c40f612fa0', 'ip_address': '212.236.195.183', 'geo_location': {'lat': Decimal('50.325871'), 'lng': Decimal('97.099974')}}"
84f49252-0db1-4fa2-8f7c-450e1997c627,1972-03-19,6b715d39-1f79-4db0-a6b0-473bedf2c8fc,593aa172-de80-4977-b2b7-bce8226230a8,27698625.44,USD,purchase,82,Restaurant,2024-07-21T12:16:46.098692,bank_transfer,"{'device_id': '87ef7cbb-f523-4326-b0bf-6753144c4956', 'ip_address': '71.173.125.75', 'geo_location': {'lat': Decimal('-9.598402'), 'lng': Decimal('-45.009558')}}"
72af8a6c-230d-4f46-8b2f-fdf7e44c8eb1,1973-11-28,f1e338ee-e498-4d84-8a55-15368bb2debd,38f18302-4a63-48e3-8e6b-207bd8cd4434,16735233.18,EUR,deposit,24,Clothing,2024-12-19T02:32:22.837692,paypal,"{'device_id': 'd6406c13-6f25-4af3-8bae-f331b818e439', 'ip_address': '70.103.198.89', 'geo_location': {'lat': Decimal('-73.129045'), 'lng': Decimal('-167.132998')}}"
da7db7d3-de61-4399-b44a-47efb6ce4924,1985-10-07,ca6d9d7c-596b-4920-9518-3d9aae227727,d0fc087a-df05-4ccf-b824-d1e1c6eb3a2d,34270819.65,USD,withdrawal,11,Entertainment,2025-02-17T20:00:59.417706,debit_card,"{'device_id': 'dd0067e2-6a64-4e5c-8c9a-0051a71b9bc9', 'ip_address': '163.90.122.81', 'geo_location': {'lat': Decimal('27.676457'), 'lng': Decimal('-45.337366')}}"
c0388ee8-ddc5-4f09-baaf-1120b00017fd,2006-02-27,4d79251a-d4ae-4c37-abec-02d61a77ec28,00b72506-0908-4fee-8869-5e16749aaa7f,2863932.16,EUR,withdrawal,92,Health,2024-09-21T03:05:27.321721,bank_transfer,"{'device_id': '08d9b9c2-d5c3-478f-879d-fcd9f4d8203e', 'ip_address': '58.95.221.233', 'geo_location': {'lat': Decimal('-11.8962225'), 'lng': Decimal('-171.281135')}}"
596c42cc-5e1a-41d2-af0a-49b81b2f5d93,1989-11-02,e20075ab-b0a8-4ab0-a465-62f273ce57be,36e1dfac-190b-406d-ab65-ca5be97ef803,3785875.48,USD,deposit,76,Grocery,2024-10-12T00:47:34.095528,paypal,"{'device_id': 'f906c8df-cece-4071-a92c-f7e122b6fb41', 'ip_address': '209.209.214.111', 'geo_location': {'lat': Decimal('37.8063935'), 'lng': Decimal('-171.012159')}}"
9a6dead1-e8f4-41c0-acb1-451ffd7cf2e4,1996-01-26,66c7eb30-3dca-4368-805a-606de57d2f76,8e18f19c-a4cc-47f8-a5d5-0878564b4534,86030706.09,GBP,purchase,12,Grocery,2024-11-14T19:24:21.438859,bank_transfer,"{'device_id': 'b1541279-d0ed-4f3f-b5e3-7298f9c96662', 'ip_address': '190.91.76.171', 'geo_location': {'lat': Decimal('-13.000164'), 'lng': Decimal('-102.856945')}}"
